,Name,Classification,Type,Country,Adress,Latitude,Longitude,location
20,Argyle School,School,Elementary School,GB,United Kingdom,51.52827110410086,-0.12432303816246235,"{'type': 'Point', 'coordinates': (51.52827110410086, -0.12432303816246235)}"
21,Canonbury Primary School,School,Elementary School,GB,United Kingdom,51.54522877139532,-0.10101091797524582,"{'type': 'Point', 'coordinates': (51.54522877139532, -0.10101091797524582)}"
22,Laycock Primary School,School,Elementary School,GB,Laycock St,51.54434005674141,-0.10469198226928711,"{'type': 'Point', 'coordinates': (51.54434005674141, -0.10469198226928711)}"
23,Fairley House School,School,Elementary School,GB,218-220 Lambeth Road,51.49520185114362,-0.11744362651537182,"{'type': 'Point', 'coordinates': (51.49520185114362, -0.11744362651537182)}"
24,Shackelwell Primary School,School,Elementary School,GB,Shackelwell Row,51.551950637646875,-0.07197288481384438,"{'type': 'Point', 'coordinates': (51.551950637646875, -0.07197288481384438)}"
25,Princess May Primary School,School,Elementary School,GB,Princess May road,51.55265401929616,-0.07508304305856799,"{'type': 'Point', 'coordinates': (51.55265401929616, -0.07508304305856799)}"
26,Alfred Salter Primary School,School,Elementary School,GB,Quebec Way,51.49982281342773,-0.04425881976439725,"{'type': 'Point', 'coordinates': (51.49982281342773, -0.04425881976439725)}"
27,Grasmere School,School,Elementary School,GB,92 Albion Road,51.5551548122243,-0.08404332500386326,"{'type': 'Point', 'coordinates': (51.5551548122243, -0.08404332500386326)}"
28,Haggerston School,School,Middle School,GB,United Kingdom,51.53236778953102,-0.07209080046984617,"{'type': 'Point', 'coordinates': (51.53236778953102, -0.07209080046984617)}"
29,Bishop Challoner Catholic Collegiate School,School,High School,GB,352 Commercial Rd.,51.513269660213574,-0.0513144445548355,"{'type': 'Point', 'coordinates': (51.513269660213574, -0.0513144445548355)}"
30,Globe Academy,School,Middle School,GB,United Kingdom,51.49561241007415,-0.0911787109919194,"{'type': 'Point', 'coordinates': (51.49561241007415, -0.0911787109919194)}"
31,Tufnel Park School,School,Middle School,GB,United Kingdom,51.5542509463105,-0.12938283022100622,"{'type': 'Point', 'coordinates': (51.5542509463105, -0.12938283022100622)}"
32,City of London School for Girls,School,High School,GB,St. Giles Terrace (Next to Barbican Centre),51.51911804673561,-0.09432409144499908,"{'type': 'Point', 'coordinates': (51.51911804673561, -0.09432409144499908)}"
33,City of London School,School,High School,GB,Queen Victoria Street,51.510955114539435,-0.09853438143868332,"{'type': 'Point', 'coordinates': (51.510955114539435, -0.09853438143868332)}"
34,London Nautical School,School,High School,GB,61 Stamford St. (Stratford St),51.5066967622334,-0.10825111726546992,"{'type': 'Point', 'coordinates': (51.5066967622334, -0.10825111726546992)}"
35,Bishop Challoner Catholic Collegiate School,School,High School,GB,352 Commercial Rd.,51.513269660213574,-0.0513144445548355,"{'type': 'Point', 'coordinates': (51.513269660213574, -0.0513144445548355)}"
36,Copenhagen Primary School,School,High School,GB,Treaty Street,51.53609863057079,-0.11926118612843675,"{'type': 'Point', 'coordinates': (51.53609863057079, -0.11926118612843675)}"
37,London Film School,School,High School,GB,24 Shelton St.,51.51361052081921,-0.12554907183379085,"{'type': 'Point', 'coordinates': (51.51361052081921, -0.12554907183379085)}"
38,Notre Dame RC School,School,High School,GB,118 St. George's road,51.49709566339715,-0.10652222470536453,"{'type': 'Point', 'coordinates': (51.49709566339715, -0.10652222470536453)}"
39,Sir John Cass,School,High School,GB,Sir john cass foundation and redcoat sixth form (Bromley street),51.516020435513546,-0.043752193450927734,"{'type': 'Point', 'coordinates': (51.516020435513546, -0.043752193450927734)}"
40,Harris Academy,School,High School,GB,55 Southwark Park Road,51.492903442157655,-0.07064432061857803,"{'type': 'Point', 'coordinates': (51.492903442157655, -0.07064432061857803)}"
41,Regent High School,School,High School,GB,United Kingdom,51.53342649414505,-0.1339988727390582,"{'type': 'Point', 'coordinates': (51.53342649414505, -0.1339988727390582)}"
42,Bacon's College,School,High School,GB,Timber Pond Road,51.502212299655596,-0.04194059155867575,"{'type': 'Point', 'coordinates': (51.502212299655596, -0.04194059155867575)}"
43,Mossbourne Community Academy,School,High School,GB,100 downs park road (Hackney),51.5510489396762,-0.0625885504895513,"{'type': 'Point', 'coordinates': (51.5510489396762, -0.0625885504895513)}"
44,Westminster School,School,High School,GB,Little Dean's Yard,51.49852665271504,-0.12889420907981258,"{'type': 'Point', 'coordinates': (51.49852665271504, -0.12889420907981258)}"
45,City of London Academy,School,High School,GB,240 Lynton Rd,51.48906417385002,-0.0657454064234004,"{'type': 'Point', 'coordinates': (51.48906417385002, -0.0657454064234004)}"
46,City Academy Hackney,School,High School,GB,Homerton Row,51.54870448955731,-0.048845102068455964,"{'type': 'Point', 'coordinates': (51.54870448955731, -0.048845102068455964)}"
47,Camden School for Girls,School,High School,GB,Sandall Street,51.54769712545894,-0.134395257098814,"{'type': 'Point', 'coordinates': (51.54769712545894, -0.134395257098814)}"
48,Else,Designing Studios,Design Studio,GB,"Metropolitan Wharf, 70 Wapping a Wall",51.52479378344956,-0.08332123004658643,"{'type': 'Point', 'coordinates': (51.52479378344956, -0.08332123004658643)}"
49,SCP,Designing Studios,Furniture / Home Store,GB,135-139 Curtain Rd.,51.526324409210694,-0.08040592392642557,"{'type': 'Point', 'coordinates': (51.526324409210694, -0.08040592392642557)}"
50,Idean UK,Designing Studios,Design Studio,GB,"Victoria House, 1 Leonard Circus",51.524765823244685,-0.08378148078918457,"{'type': 'Point', 'coordinates': (51.524765823244685, -0.08378148078918457)}"
51,Alexander McQueen,Designing Studios,Design Studio,GB,76-78 Clerkenwell Rd.,51.52261379469525,-0.1017354950565104,"{'type': 'Point', 'coordinates': (51.52261379469525, -0.1017354950565104)}"
52,Unto This Last,Designing Studios,Design Studio,GB,203 Brick Lane,51.52551621863963,-0.07196621441095544,"{'type': 'Point', 'coordinates': (51.52551621863963, -0.07196621441095544)}"
53,Craft Central,Designing Studios,Design Studio,GB,33-35 St John's Sq (at Clerkenwell Rd.),51.52250453624022,-0.10294161117092945,"{'type': 'Point', 'coordinates': (51.52250453624022, -0.10294161117092945)}"
54,Thorgate London,Designing Studios,Design Studio,GB,4-5 Bonhill Street,51.52258145499965,-0.08558705024532684,"{'type': 'Point', 'coordinates': (51.52258145499965, -0.08558705024532684)}"
55,Barbican Shop,Designing Studios,Design Studio,GB,Barbican Centre,51.51901947250534,-0.09179625255608946,"{'type': 'Point', 'coordinates': (51.51901947250534, -0.09179625255608946)}"
56,Public London,Designing Studios,Design Studio,GB,65 Leonard Street,51.524743,-0.083452,"{'type': 'Point', 'coordinates': (51.524743, -0.083452)}"
57,Alchemist Logo Design,Designing Studios,Design Studio,GB,86-90 Paul Street,51.5254011607808,-0.0837381945313185,"{'type': 'Point', 'coordinates': (51.5254011607808, -0.0837381945313185)}"
58,Chroma Studios,Designing Studios,Design Studio,GB,86-90 Paul Street,51.52571870200306,-0.08374124765396118,"{'type': 'Point', 'coordinates': (51.52571870200306, -0.08374124765396118)}"
59,Ca4la,Designing Studios,Design Studio,GB,23 Pitfield Street,51.526919,-0.083702,"{'type': 'Point', 'coordinates': (51.526919, -0.083702)}"
60,the WOW wall,Designing Studios,Design Studio,GB,152 City Road,51.52723559044543,-0.0887918472290039,"{'type': 'Point', 'coordinates': (51.52723559044543, -0.0887918472290039)}"
61,Make Us Proud,Designing Studios,Design Studio,GB,124 Aldersgate Road,51.521268,-0.09782,"{'type': 'Point', 'coordinates': (51.521268, -0.09782)}"
62,PD3,Designing Studios,Design Studio,GB,7-10 Bateman's row (Curtain Road),51.5253484393443,-0.07917192494767568,"{'type': 'Point', 'coordinates': (51.5253484393443, -0.07917192494767568)}"
63,Funky Howler Digital Design & Marketing Agency,Designing Studios,Design Studio,GB,"Kemp House, 152-160 City Road",51.527389112092116,-0.08903861045837402,"{'type': 'Point', 'coordinates': (51.527389112092116, -0.08903861045837402)}"
64,gkp BY DESIGN,Designing Studios,Design Studio,GB,160 City Road,51.52742969,-0.08931665,"{'type': 'Point', 'coordinates': (51.52742969, -0.08931665)}"
65,Montblanc Boutique,Designing Studios,Design Studio,GB,10-11 Royal Exchange,51.51363363319052,-0.08656185199040975,"{'type': 'Point', 'coordinates': (51.51363363319052, -0.08656185199040975)}"
66,Mint Presentation Design,Designing Studios,Design Studio,GB,152-160 City Road,51.5275403,-0.090037499999994,"{'type': 'Point', 'coordinates': (51.5275403, -0.090037499999994)}"
67,Don't Panic,Designing Studios,Design Studio,GB,8 Elder St. (Commercial St.),51.52178189877856,-0.0767219066619873,"{'type': 'Point', 'coordinates': (51.52178189877856, -0.0767219066619873)}"
68,Simon Harrison Ltd,Designing Studios,Design Studio,GB,2 Cathedral Street,51.518463972439385,-0.09844779968261719,"{'type': 'Point', 'coordinates': (51.518463972439385, -0.09844779968261719)}"
69,JB Webb Design Ltd.,Designing Studios,Design Studio,GB,160 City Road,51.5273564,-0.08902799999998479,"{'type': 'Point', 'coordinates': (51.5273564, -0.08902799999998479)}"
70,The Color Company - Design Studio,Designing Studios,Design Studio,GB,Suite 1A Lindsey Street,51.519465384126605,-0.09978890419006348,"{'type': 'Point', 'coordinates': (51.519465384126605, -0.09978890419006348)}"
71,Chambers Judd,Designing Studios,Design Studio,GB,372 Old Street,51.52710209294058,-0.07932901382446289,"{'type': 'Point', 'coordinates': (51.52710209294058, -0.07932901382446289)}"
72,By Creative Ltd,Designing Studios,Design Studio,GB,"147, Curtain Rd",51.5266135,-0.0805593,"{'type': 'Point', 'coordinates': (51.5266135, -0.0805593)}"
73,InterfaceFLOR - London Showroom,Designing Studios,Design Studio,GB,1 Northburgh Street,51.52406487590782,-0.09936784188402056,"{'type': 'Point', 'coordinates': (51.52406487590782, -0.09936784188402056)}"
74,dxw,Designing Studios,Design Studio,GB,8-9 Hoxton Square,51.52775971141574,-0.08178479964932037,"{'type': 'Point', 'coordinates': (51.52775971141574, -0.08178479964932037)}"
75,Viska Acoustics,Designing Studios,Design Studio,GB,15 Northburgh Street,51.52389303,-0.10040179,"{'type': 'Point', 'coordinates': (51.52389303, -0.10040179)}"
76,Fuerte International,Designing Studios,Design Studio,GB,6-8 Bonhill Street,51.529646321986945,-0.08631623584446056,"{'type': 'Point', 'coordinates': (51.529646321986945, -0.08631623584446056)}"
77,Bene PLC,Designing Studios,Design Studio,GB,47-53 St. John Street,51.520834,-0.101602,"{'type': 'Point', 'coordinates': (51.520834, -0.101602)}"
78,Special Projects,Designing Studios,Design Studio,GB,35 Fournier Street,51.519240068416735,-0.0724571943283081,"{'type': 'Point', 'coordinates': (51.519240068416735, -0.0724571943283081)}"
79,Vitra,Designing Studios,Design Studio,GB,30 Clerkenwell Road London London EC1M 5PG,51.523133786104076,-0.09960102538261971,"{'type': 'Point', 'coordinates': (51.523133786104076, -0.09960102538261971)}"
80,Decisive Media / TelecomTV,Designing Studios,Office,GB,3 London Wall Buildings,51.516822200859664,-0.08530523690319304,"{'type': 'Point', 'coordinates': (51.516822200859664, -0.08530523690319304)}"
81,Dusted,Designing Studios,Design Studio,GB,65 Leadenhall Street,51.51299253782617,-0.07852703332901001,"{'type': 'Point', 'coordinates': (51.51299253782617, -0.07852703332901001)}"
82,Makers Cafe,Designing Studios,Design Studio,GB,24 St Francis Rd,51.52736177814328,-0.0780415108593295,"{'type': 'Point', 'coordinates': (51.52736177814328, -0.0780415108593295)}"
83,Tobias & Tobias,Designing Studios,Design Studio,GB,"Laser House, 132-140 Goswell Road",51.52494236237844,-0.09931624927037497,"{'type': 'Point', 'coordinates': (51.52494236237844, -0.09931624927037497)}"
84,Olo Creative,Designing Studios,Design Studio,GB,6 (17 New North Road),51.53040604114602,-0.08469343185424805,"{'type': 'Point', 'coordinates': (51.53040604114602, -0.08469343185424805)}"
85,Apple&Pear,Designing Studios,Design Studio,GB,"Craft Central, studio 26, 33-35 St. John's Square",51.52246285331728,-0.1027643873269736,"{'type': 'Point', 'coordinates': (51.52246285331728, -0.1027643873269736)}"
86,Nettl of Clerkenwell,Designing Studios,Design Studio,GB,72 Clerkenwell Rd,51.52273388,-0.10147188,"{'type': 'Point', 'coordinates': (51.52273388, -0.10147188)}"
87,Fueled London,Designing Studios,Design Studio,GB,68 Hanbury St,51.52022629157461,-0.0704240088474373,"{'type': 'Point', 'coordinates': (51.52022629157461, -0.0704240088474373)}"
88,Skive,Designing Studios,Design Studio,GB,40 Compton Street,51.52506909552089,-0.10046244106174416,"{'type': 'Point', 'coordinates': (51.52506909552089, -0.10046244106174416)}"
89,Agitprop,Designing Studios,Design Studio,GB,"19 Links Yard, (29a Spelman Street)",51.51935281820866,-0.07004983921777648,"{'type': 'Point', 'coordinates': (51.51935281820866, -0.07004983921777648)}"
90,ABC Imaging,Designing Studios,Design Studio,GB,33 Britton St (Benjamin St),51.52080944397357,-0.10342517050836063,"{'type': 'Point', 'coordinates': (51.52080944397357, -0.10342517050836063)}"
91,22design ltd,Designing Studios,Design Studio,GB,1 Clerkenwell Green,51.523294,-0.10435,"{'type': 'Point', 'coordinates': (51.523294, -0.10435)}"
92,Pan Studio,Designing Studios,Design Studio,GB,CM106 (37 Cremer St),51.53046391041395,-0.07659203793364765,"{'type': 'Point', 'coordinates': (51.53046391041395, -0.07659203793364765)}"
93,Lastminute print,Designing Studios,Design Studio,GB,29-31 Greatorex Street,51.5183709,-0.06756730000006428,"{'type': 'Point', 'coordinates': (51.5183709, -0.06756730000006428)}"
94,Religion Clothing,Designing Studios,Office,GB,"5 Standard Place, Rivington Street",51.526528559768906,-0.07804595801045881,"{'type': 'Point', 'coordinates': (51.526528559768906, -0.07804595801045881)}"
95,IDEALondon (IDEA London),Technological Startups,Tech Startup,GB,"69 Wilson St, Shoreditch",51.52194499371275,-0.08464356610817254,"{'type': 'Point', 'coordinates': (51.52194499371275, -0.08464356610817254)}"
96,Knodium HQ,Technological Startups,Tech Startup,GB,4-5 Bonhill Street,51.52258964707325,-0.08568048477172852,"{'type': 'Point', 'coordinates': (51.52258964707325, -0.08568048477172852)}"
97,Supplibase,Technological Startups,Tech Startup,GB,4-5 Bonhill Street,51.52272052552714,-0.08559221148581357,"{'type': 'Point', 'coordinates': (51.52272052552714, -0.08559221148581357)}"
98,Geckoboard HQ,Technological Startups,Tech Startup,GB,"3rd Floor, 60 Worship Street",51.52194879009642,-0.08277297019958496,"{'type': 'Point', 'coordinates': (51.52194879009642, -0.08277297019958496)}"
99,Google Campus London,Technological Startups,Coworking Space,GB,4-5 Bonhill St (Shoreditch),51.52256688028911,-0.08564311114945024,"{'type': 'Point', 'coordinates': (51.52256688028911, -0.08564311114945024)}"
100,Mixcloud,Technological Startups,Tech Startup,GB,96 Leonard Street,51.52400230655392,-0.08587336610247753,"{'type': 'Point', 'coordinates': (51.52400230655392, -0.08587336610247753)}"
101,Croud Marketing,Technological Startups,Tech Startup,GB,39 Tabernacle Street,51.52226,-0.082099,"{'type': 'Point', 'coordinates': (51.52226, -0.082099)}"
102,Squiz UK,Technological Startups,Tech Startup,GB,109-123 Clifton St,51.52348513969612,-0.08316847877574708,"{'type': 'Point', 'coordinates': (51.52348513969612, -0.08316847877574708)}"
103,Funnelback UK,Technological Startups,Tech Startup,GB,109 - 123 Clifton Street,51.52362427685189,-0.0832544467002392,"{'type': 'Point', 'coordinates': (51.52362427685189, -0.0832544467002392)}"
104,Makielab,Technological Startups,Tech Startup,GB,32-38 Scrutton Street,51.52318668837197,-0.08184329619890167,"{'type': 'Point', 'coordinates': (51.52318668837197, -0.08184329619890167)}"
105,Makeshift,Technological Startups,Tech Startup,GB,12 Mallow St,51.52478512953877,-0.08857339543840367,"{'type': 'Point', 'coordinates': (51.52478512953877, -0.08857339543840367)}"
106,PeerIndexHQ,Technological Startups,Tech Startup,GB,76-80 City Road,51.52501605770592,-0.08766433599969822,"{'type': 'Point', 'coordinates': (51.52501605770592, -0.08766433599969822)}"
107,Box EMEA HQ,Technological Startups,Tech Startup,GB,White Collar Factory (1 Old Street Yard),51.525168,-0.087822,"{'type': 'Point', 'coordinates': (51.525168, -0.087822)}"
108,Rise London,Technological Startups,Coworking Space,GB,41 Luke St (Paul St),51.52389814854931,-0.0838620991017208,"{'type': 'Point', 'coordinates': (51.52389814854931, -0.0838620991017208)}"
109,Touchnote,Technological Startups,Tech Startup,GB,72-74 Paul Street,51.52526813134512,-0.08384048938751221,"{'type': 'Point', 'coordinates': (51.52526813134512, -0.08384048938751221)}"
110,Codegent London,Technological Startups,Tech Startup,GB,32-37 Cowper Street,51.52574420296112,-0.08589994887525182,"{'type': 'Point', 'coordinates': (51.52574420296112, -0.08589994887525182)}"
111,Seedrs,Technological Startups,Tech Startup,GB,142 Old Street,51.525043,-0.09159,"{'type': 'Point', 'coordinates': (51.525043, -0.09159)}"
112,Swoon HQ,Technological Startups,Tech Startup,GB,91 - 93 Great Eastern Street (62 Southwark Bridge Road),51.52584,-0.08338351,"{'type': 'Point', 'coordinates': (51.52584, -0.08338351)}"
113,Farfetch,Technological Startups,Tech Startup,GB,"The Bower, 5th Floor",51.52627785065062,-0.0886894346355122,"{'type': 'Point', 'coordinates': (51.52627785065062, -0.0886894346355122)}"
114,81 Leonard Street,Technological Startups,Tech Startup,GB,81 (Leonard street),51.52474770615052,-0.0826049330946248,"{'type': 'Point', 'coordinates': (51.52474770615052, -0.0826049330946248)}"
115,Cisco Meraki,Technological Startups,Tech Startup,GB,15 Bishopsgate,51.51462869540542,-0.08344223221435676,"{'type': 'Point', 'coordinates': (51.51462869540542, -0.08344223221435676)}"
116,Ralph,Technological Startups,Tech Startup,GB,4.05 Tea Building,51.523718,-0.076757,"{'type': 'Point', 'coordinates': (51.523718, -0.076757)}"
117,Streamhub,Technological Startups,Tech Startup,GB,Vintage House (37 Albert Embankment),51.523998165608894,-0.09709596633911133,"{'type': 'Point', 'coordinates': (51.523998165608894, -0.09709596633911133)}"
118,RSA Leadenhall Court,Technological Startups,Tech Startup,GB,One Leadenhall Court,51.513331401984495,-0.08401258302095897,"{'type': 'Point', 'coordinates': (51.513331401984495, -0.08401258302095897)}"
119,Telrock,Technological Startups,Tech Startup,GB,81 Rivington St,51.526465803954025,-0.07909112628396903,"{'type': 'Point', 'coordinates': (51.526465803954025, -0.07909112628396903)}"
120,dxw,Technological Startups,Tech Startup,GB,8-9 Hoxton Square,51.52775971141574,-0.08178479964932037,"{'type': 'Point', 'coordinates': (51.52775971141574, -0.08178479964932037)}"
121,truRating (TruRating),Technological Startups,Tech Startup,GB,107 Leadenhall Street,51.51350569668363,-0.08098784929765637,"{'type': 'Point', 'coordinates': (51.51350569668363, -0.08098784929765637)}"
122,Lyst Studios,Technological Startups,Tech Startup,GB,48 Hoxton Square,51.527195370431066,-0.08129477786538579,"{'type': 'Point', 'coordinates': (51.527195370431066, -0.08129477786538579)}"
123,PostShift,Technological Startups,Tech Startup,GB,4 Wellesley Terrace,51.52859115600586,-0.09275799989700317,"{'type': 'Point', 'coordinates': (51.52859115600586, -0.09275799989700317)}"
124,LIVEPOSTER HQ,Technological Startups,Tech Startup,GB,19-20 Gt Sutton St.,51.52327054772943,-0.10055065155029297,"{'type': 'Point', 'coordinates': (51.52327054772943, -0.10055065155029297)}"
125,BSG (UK),Technological Startups,Tech Startup,GB,230 City Road,51.52860783200455,-0.09307424158730865,"{'type': 'Point', 'coordinates': (51.52860783200455, -0.09307424158730865)}"
126,Volta Great Sutton Street,Technological Startups,Tech Startup,GB,36-43 Great Sutton Street,51.52333776971986,-0.10080706309481276,"{'type': 'Point', 'coordinates': (51.52333776971986, -0.10080706309481276)}"
127,WP Design,Technological Startups,Tech Startup,GB,91 Brick Lane,51.5202180135563,-0.0720062728133883,"{'type': 'Point', 'coordinates': (51.5202180135563, -0.0720062728133883)}"
128,IT Lab,Technological Startups,Tech Startup,GB,1 East Poultry Avenue,51.5196077611215,-0.1020166075399981,"{'type': 'Point', 'coordinates': (51.5196077611215, -0.1020166075399981)}"
129,Starfish CI Ltd,Technological Startups,Tech Startup,GB,145-157 St John Street (Great Sutton Street),51.52285666815187,-0.10203123092651367,"{'type': 'Point', 'coordinates': (51.52285666815187, -0.10203123092651367)}"
130,Forward Partners,Technological Startups,Tech Startup,GB,"120-134 East Road (Commercial Unit 2, Aurora Building)",51.53041669112493,-0.0856046673657288,"{'type': 'Point', 'coordinates': (51.53041669112493, -0.0856046673657288)}"
131,Zeo London,Technological Startups,Tech Startup,GB,33 Quenn St 2nd Floor,51.511532,-0.093085,"{'type': 'Point', 'coordinates': (51.511532, -0.093085)}"
132,Sjak Ltd,Technological Startups,Tech Startup,GB,"19757, 145-157 Saint John Street",51.523384030182314,-0.10256767272949219,"{'type': 'Point', 'coordinates': (51.523384030182314, -0.10256767272949219)}"
133,Fleximarkets,Technological Startups,Tech Startup,GB,145-157 St John Street,51.523397381040525,-0.10257840156555176,"{'type': 'Point', 'coordinates': (51.523397381040525, -0.10257840156555176)}"
134,Masabi,Technological Startups,Tech Startup,GB,37 Bevenden Street,51.52973499910778,-0.0854538982325057,"{'type': 'Point', 'coordinates': (51.52973499910778, -0.0854538982325057)}"
135,Accelerator,Technological Startups,Tech Startup,GB,35 Kingsland Road,51.52913792021197,-0.07798850603330465,"{'type': 'Point', 'coordinates': (51.52913792021197, -0.07798850603330465)}"
136,Pokke HQ,Technological Startups,Tech Startup,GB,United Kingdom,51.53094666438892,-0.08606672286987305,"{'type': 'Point', 'coordinates': (51.53094666438892, -0.08606672286987305)}"
137,TechHub,Technological Startups,Coworking Space,GB,207 Old Street,51.52562764845287,-0.08844160534140592,"{'type': 'Point', 'coordinates': (51.52562764845287, -0.08844160534140592)}"
138,First Online Solutions Ltd,Technological Startups,Tech Startup,GB,98 Tooley Street,51.511248,-0.078848,"{'type': 'Point', 'coordinates': (51.511248, -0.078848)}"
139,Puppet,Technological Startups,Tech Startup,GB,"13th Floor, Aldgate Tower, 2 Leman Street",51.51491593382882,-0.07190769541921327,"{'type': 'Point', 'coordinates': (51.51491593382882, -0.07190769541921327)}"
140,SBB Group (McGraw-Hill Companies),Technological Startups,Tech Startup,GB,"Peek House, 20 Eastcheap",51.51070529184434,-0.08384654155423432,"{'type': 'Point', 'coordinates': (51.51070529184434, -0.08384654155423432)}"
141,Deliveroo HQ,Technological Startups,Tech Startup,GB,1 Cousin Ln,51.50982596819987,-0.09114685388160182,"{'type': 'Point', 'coordinates': (51.50982596819987, -0.09114685388160182)}"
142,Fits.me London,Technological Startups,Tech Startup,GB,9 Fitzroy Mews,51.522957917592535,-0.10453179522055929,"{'type': 'Point', 'coordinates': (51.522957917592535, -0.10453179522055929)}"
143,Touch Surgery Labs,Technological Startups,Tech Startup,GB,"Lower Ground Floor, 17-18 Haywards Place",51.523837957165675,-0.10423064231872559,"{'type': 'Point', 'coordinates': (51.523837957165675, -0.10423064231872559)}"
144,Capacitas HQ / Training Centre,Technological Startups,Tech Startup,GB,69 Turnmill St.,51.5215482499061,-0.10555028915405273,"{'type': 'Point', 'coordinates': (51.5215482499061, -0.10555028915405273)}"
145,WPSono,Technological Startups,Tech Startup,GB,Office 7 (Ludgate Hill),51.5137947106003,-0.102168634345283,"{'type': 'Point', 'coordinates': (51.5137947106003, -0.102168634345283)}"
146,Uber London HQ,Technological Startups,Tech Startup,GB,2 Leman Street,51.514935,-0.071989,"{'type': 'Point', 'coordinates': (51.514935, -0.071989)}"
147,The Book Club,Leisure Places,Nightclub,GB,100-106 Leonard St,51.524619,-0.081392,"{'type': 'Point', 'coordinates': (51.524619, -0.081392)}"
148,XOYO,Leisure Places,Nightclub,GB,32-37 Cowper St,51.52547227,-0.08573097,"{'type': 'Point', 'coordinates': (51.52547227, -0.08573097)}"
149,Fabric,Leisure Places,Nightclub,GB,77A Charterhouse St (Cowcross St),51.51957072310755,-0.10221798649715175,"{'type': 'Point', 'coordinates': (51.51957072310755, -0.10221798649715175)}"
150,The Steelyard,Leisure Places,Nightclub,GB,"Unit 13, Allhallow Street",51.51013630071321,-0.09023565826690917,"{'type': 'Point', 'coordinates': (51.51013630071321, -0.09023565826690917)}"
